Instrument Serial Num,Reading_No,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,P Compound,P Compound Level,P Compound Error,PConcentration,P_Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,Ta Compound,Ta Compound Level,Ta Compound Error,Ta Concentration,Ta Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,,Real Time 1,Real Time 2,Real Time 3
803819,61,22/08/2019,12:00:46,Soil,,61,No,,,PPM,,,,621,172,,,,881,36,,,,18383,68,,,,4499,23,,,,64,2,,,,8,0,,,,19,1,,,,207,2,,,,360,6,,,,-15,2,,,,-1,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-3,0,,,,18,0,,,,68,4,,,,-5,2,,,,2,2,,,,2,1,,,,5,3,,,,2,3,,,,-9,3,,,,-26,6,,,,2,6,,,,149,16,,,,34,33,,,,58,65,,,,-88,83,,,,163,179,,,,26,16,,,,-10,1,,,,-4,1,,,,2,1,,,,-42,2,,,,5,4,,,,3,5,60,30,30,30
803819,62,22/08/2019,12:02:34,Soil,,62,No,,,PPM,,,,371,149,,,,994,36,,,,20776,71,,,,3132,19,,,,61,1,,,,7,0,,,,12,1,,,,206,2,,,,313,6,,,,-13,2,,,,-7,1,,,,-2,1,,,,3,1,,,,-2,0,,,,-3,0,,,,16,0,,,,53,4,,,,0,2,,,,1,2,,,,0,1,,,,5,3,,,,-2,2,,,,-2,3,,,,-22,6,,,,-3,6,,,,145,15,,,,-42,30,,,,-1,60,,,,-139,76,,,,-40,164,,,,-13,13,,,,-10,1,,,,-3,1,,,,1,1,,,,-40,1,,,,0,4,,,,1,4,61,30,30,30
803819,63,22/08/2019,12:04:30,Soil,,63,No,,,PPM,,,,386,151,,,,716,33,,,,20891,73,,,,2784,19,,,,41,1,,,,4,0,,,,16,1,,,,214,2,,,,278,6,,,,-14,2,,,,-6,1,,,,-2,1,,,,1,1,,,,-3,0,,,,-2,0,,,,25,0,,,,42,3,,,,-3,2,,,,4,2,,,,0,1,,,,-1,3,,,,0,3,,,,-3,3,,,,-34,6,,,,-10,6,,,,103,15,,,,4,31,,,,6,63,,,,-60,80,,,,141,173,,,,-10,14,,,,-6,1,,,,-5,1,,,,3,1,,,,-38,2,,,,-6,4,,,,6,4,62,30,30,30
803819,64,22/08/2019,12:06:19,Soil,,64,No,,,PPM,,,,524,148,,,,813,34,,,,22844,77,,,,2205,17,,,,56,1,,,,7,0,,,,12,1,,,,183,2,,,,245,5,,,,-13,2,,,,-7,1,,,,-2,1,,,,0,1,,,,-2,0,,,,-3,0,,,,20,0,,,,52,4,,,,0,2,,,,1,2,,,,0,1,,,,0,3,,,,-3,2,,,,3,3,,,,-17,6,,,,-4,6,,,,150,15,,,,-73,30,,,,78,61,,,,-281,77,,,,74,167,,,,8,14,,,,-11,1,,,,-3,1,,,,2,1,,,,-38,1,,,,0,4,,,,0,4,63,30,30,30
803819,65,22/08/2019,12:08:07,Soil,,65,No,,,PPM,,,,252,152,,,,837,35,,,,24566,83,,,,2821,19,,,,52,1,,,,8,0,,,,17,1,,,,233,2,,,,187,5,,,,-13,2,,,,-5,1,,,,-3,1,,,,4,1,,,,-2,0,,,,-3,0,,,,11,0,,,,59,4,,,,2,2,,,,0,2,,,,0,1,,,,1,3,,,,0,2,,,,6,3,,,,-25,6,,,,9,6,,,,133,15,,,,-13,31,,,,78,62,,,,-98,81,,,,36,173,,,,10,15,,,,-9,1,,,,-4,1,,,,1,1,,,,-40,2,,,,-2,4,,,,3,4,64,30,30,30
803819,66,22/08/2019,12:09:55,Soil,,66,No,,,PPM,,,,247,152,,,,798,35,,,,23761,81,,,,2730,19,,,,54,1,,,,7,0,,,,18,1,,,,187,2,,,,221,5,,,,-14,2,,,,-7,1,,,,-4,1,,,,0,1,,,,-2,0,,,,-2,0,,,,11,0,,,,44,4,,,,-1,2,,,,6,2,,,,0,1,,,,-1,3,,,,-2,3,,,,-3,3,,,,-19,6,,,,-4,6,,,,119,15,,,,-33,31,,,,76,62,,,,-162,80,,,,-269,173,,,,47,17,,,,-8,1,,,,-4,1,,,,3,1,,,,-43,2,,,,-4,4,,,,4,4,65,30,30,30
803819,67,22/08/2019,12:12:00,Soil,,67,No,,,PPM,,,,2553,476,,,,1354,75,,,,26911,123,,,,24286,100,,,,2969,16,,,,89,2,,,,63,2,,,,671,4,,,,28080,102,,,,-51,17,,,,27,2,,,,135,3,,,,430,4,,,,119,5,,,,2,1,,,,123,1,,,,239,5,,,,27,3,,,,272,5,,,,16,1,,,,8,2,,,,4,2,,,,52,2,,,,11,4,,,,24,4,,,,537,13,,,,11,23,,,,192,48,,,,-364,63,,,,-388,138,,,,29,12,,,,14,3,,,,9,2,,,,1421,7,,,,3,2,,,,21,4,,,,2,3,66,30,30,30
803819,68,22/08/2019,14:40:39,Soil,,68,No,,,PPM,,,,2140,476,,,,1367,75,,,,26910,124,,,,24628,102,,,,2968,16,,,,87,2,,,,60,2,,,,691,5,,,,28357,103,,,,-17,17,,,,30,2,,,,134,3,,,,423,4,,,,116,5,,,,2,1,,,,124,1,,,,231,5,,,,24,3,,,,268,5,,,,18,1,,,,5,2,,,,4,2,,,,55,2,,,,11,4,,,,25,4,,,,523,13,,,,30,23,,,,157,47,,,,-428,62,,,,-329,138,,,,21,11,,,,5,3,,,,10,2,,,,1421,7,,,,-2,2,,,,22,4,,,,2,3,1,30,30,30
803819,69,22/08/2019,14:43:28,Soil,,69,No,,,PPM,,,,436,152,,,,967,36,,,,23145,79,,,,2540,18,,,,53,1,,,,8,0,,,,14,1,,,,171,2,,,,141,4,,,,-13,2,,,,-6,1,,,,-3,1,,,,0,1,,,,-2,0,,,,-3,0,,,,13,0,,,,56,4,,,,2,2,,,,2,2,,,,-1,1,,,,-3,3,,,,2,2,,,,1,3,,,,-19,6,,,,2,6,,,,128,15,,,,-17,31,,,,63,62,,,,-151,79,,,,38,170,,,,5,14,,,,-8,1,,,,-5,1,,,,1,1,,,,-40,2,,,,-2,4,,,,2,4,2,30,30,30
803819,70,22/08/2019,14:47:35,Soil,,70,No,,,PPM,,,,402,154,,,,840,34,,,,21870,75,,,,3247,20,,,,45,1,,,,6,0,,,,11,1,,,,49,1,,,,187,5,,,,-13,2,,,,-8,1,,,,-3,1,,,,2,1,,,,-2,0,,,,-3,0,,,,12,0,,,,45,3,,,,-1,2,,,,4,2,,,,0,1,,,,-3,3,,,,0,2,,,,-6,3,,,,-25,6,,,,-5,6,,,,107,15,,,,-48,30,,,,34,60,,,,-141,77,,,,-198,167,,,,7,14,,,,-10,1,,,,-4,1,,,,1,1,,,,-39,1,,,,0,4,,,,1,4,3,30,30,30
803819,71,22/08/2019,14:50:16,Soil,,71,No,,,PPM,,,,274,144,,,,632,31,,,,20497,71,,,,2627,18,,,,58,1,,,,6,0,,,,16,1,,,,229,2,,,,249,5,,,,-17,2,,,,-6,1,,,,-3,1,,,,1,1,,,,-3,0,,,,-3,0,,,,10,0,,,,34,3,,,,1,2,,,,3,2,,,,1,1,,,,2,3,,,,1,2,,,,2,3,,,,-26,6,,,,-6,6,,,,120,15,,,,-7,30,,,,-4,59,,,,-92,76,,,,105,163,,,,-12,13,,,,-9,1,,,,-3,1,,,,3,1,,,,-41,1,,,,4,4,,,,-1,4,4,30,30,30
803819,72,22/08/2019,14:52:56,Soil,,72,No,,,PPM,,,,210,152,,,,839,35,,,,26407,87,,,,2699,19,,,,46,1,,,,5,0,,,,13,1,,,,191,2,,,,242,5,,,,-19,2,,,,-5,1,,,,-3,1,,,,2,1,,,,-2,0,,,,-2,0,,,,13,0,,,,42,3,,,,0,2,,,,1,2,,,,1,1,,,,1,3,,,,-2,2,,,,1,3,,,,-22,6,,,,-8,6,,,,125,15,,,,-32,31,,,,-77,62,,,,-39,79,,,,106,170,,,,24,15,,,,-9,1,,,,-4,1,,,,2,1,,,,-38,2,,,,-1,4,,,,4,4,5,30,30,30
803819,73,22/08/2019,14:55:31,Soil,,73,No,,,PPM,,,,655,162,,,,880,36,,,,20971,74,,,,3106,20,,,,56,1,,,,5,0,,,,16,1,,,,124,1,,,,349,6,,,,-16,2,,,,-5,1,,,,-5,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,16,0,,,,43,3,,,,1,2,,,,5,2,,,,0,1,,,,6,3,,,,-2,2,,,,0,3,,,,-27,6,,,,8,6,,,,111,15,,,,23,31,,,,4,62,,,,18,78,,,,63,169,,,,22,15,,,,-7,1,,,,-3,1,,,,2,1,,,,-39,2,,,,0,4,,,,-4,4,6,30,30,30
803819,74,22/08/2019,14:57:54,Soil,,74,No,,,PPM,,,,502,175,,,,1228,42,,,,27295,93,,,,3861,23,,,,51,1,,,,7,0,,,,14,1,,,,83,1,,,,212,5,,,,-11,2,,,,-5,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-3,0,,,,20,0,,,,60,4,,,,-1,2,,,,1,2,,,,1,1,,,,5,3,,,,-6,3,,,,-1,3,,,,-23,6,,,,-17,6,,,,137,16,,,,-4,32,,,,-4,65,,,,-89,83,,,,-132,176,,,,-8,15,,,,-7,1,,,,-3,1,,,,2,1,,,,-39,2,,,,-2,4,,,,2,4,7,30,30,30
803819,75,22/08/2019,15:00:39,Soil,,75,No,,,PPM,,,,417,161,,,,965,37,,,,28825,94,,,,3083,20,,,,45,1,,,,6,0,,,,6,1,,,,55,1,,,,176,5,,,,-14,2,,,,-8,1,,,,-1,1,,,,3,1,,,,-2,0,,,,-3,0,,,,20,0,,,,68,4,,,,0,2,,,,1,2,,,,-1,1,,,,-2,3,,,,-3,2,,,,0,3,,,,-31,6,,,,-12,6,,,,87,14,,,,-46,30,,,,-36,60,,,,-94,76,,,,-136,163,,,,5,14,,,,-8,1,,,,-4,1,,,,2,1,,,,-36,2,,,,-1,4,,,,3,4,8,30,30,30
803819,76,22/08/2019,15:03:22,Soil,,76,No,,,PPM,,,,502,165,,,,818,37,,,,24880,87,,,,2844,20,,,,71,2,,,,8,0,,,,17,1,,,,202,2,,,,204,5,,,,-14,2,,,,-6,1,,,,-1,1,,,,0,1,,,,-3,0,,,,-3,0,,,,15,0,,,,45,4,,,,-1,2,,,,1,2,,,,2,1,,,,6,3,,,,2,3,,,,2,3,,,,-23,6,,,,-5,6,,,,155,16,,,,1,32,,,,29,65,,,,-292,82,,,,-262,179,,,,12,16,,,,-9,1,,,,-4,1,,,,3,1,,,,-41,2,,,,-7,4,,,,2,5,9,30,30,30
803819,77,22/08/2019,15:05:41,Soil,,77,No,,,PPM,,,,670,181,,,,1311,43,,,,33927,109,,,,3958,24,,,,41,1,,,,5,0,,,,8,1,,,,40,1,,,,139,4,,,,-15,2,,,,-5,1,,,,-3,1,,,,1,1,,,,-2,0,,,,-2,0,,,,13,0,,,,61,4,,,,1,2,,,,4,2,,,,2,1,,,,2,3,,,,-5,3,,,,-5,3,,,,-18,6,,,,-7,6,,,,110,15,,,,-22,32,,,,11,64,,,,-94,81,,,,-31,175,,,,-3,15,,,,-9,1,,,,-4,1,,,,2,1,,,,-39,2,,,,-1,4,,,,4,4,10,30,30,30
803819,78,22/08/2019,15:07:56,Soil,,78,No,,,PPM,,,,362,149,,,,936,35,,,,22716,77,,,,2663,18,,,,44,1,,,,7,0,,,,13,1,,,,170,2,,,,188,5,,,,-16,2,,,,-8,1,,,,-3,1,,,,-2,1,,,,-2,0,,,,-3,0,,,,18,0,,,,48,3,,,,-2,2,,,,2,2,,,,0,1,,,,3,3,,,,-10,2,,,,1,3,,,,-20,6,,,,-4,6,,,,95,15,,,,-3,30,,,,-31,60,,,,-67,77,,,,188,166,,,,28,15,,,,-8,1,,,,-5,1,,,,2,1,,,,-40,2,,,,-1,4,,,,-2,4,11,30,30,30
803819,79,22/08/2019,15:11:09,Soil,,79,No,,,PPM,,,,643,166,,,,1274,40,,,,33555,104,,,,2991,21,,,,44,1,,,,5,0,,,,9,1,,,,182,2,,,,161,5,,,,-15,2,,,,-6,1,,,,-1,1,,,,3,1,,,,-2,0,,,,-2,0,,,,20,0,,,,70,4,,,,-3,2,,,,-1,2,,,,0,1,,,,4,3,,,,0,2,,,,1,3,,,,-23,6,,,,-10,6,,,,114,14,,,,16,29,,,,-17,59,,,,-143,76,,,,-176,163,,,,10,14,,,,-10,1,,,,-4,1,,,,2,1,,,,-36,1,,,,0,4,,,,-3,4,12,30,30,30
803819,80,22/08/2019,15:13:34,Soil,,80,No,,,PPM,,,,258,159,,,,1198,40,,,,29452,97,,,,2937,20,,,,34,1,,,,5,0,,,,7,1,,,,60,1,,,,132,4,,,,-14,2,,,,-10,1,,,,-3,1,,,,-1,1,,,,-3,0,,,,-2,0,,,,12,0,,,,45,3,,,,-1,2,,,,2,2,,,,1,1,,,,-3,3,,,,-1,2,,,,1,3,,,,-27,6,,,,-12,6,,,,94,15,,,,9,31,,,,-1,62,,,,-94,79,,,,-158,172,,,,40,16,,,,-10,1,,,,-5,1,,,,2,1,,,,-36,2,,,,-4,4,,,,-5,4,13,30,30,30
803819,81,22/08/2019,15:16:24,Soil,,81,No,,,PPM,,,,720,175,,,,1109,40,,,,25519,87,,,,3967,23,,,,56,2,,,,9,0,,,,14,1,,,,135,2,,,,175,5,,,,-14,2,,,,-6,1,,,,-1,1,,,,1,1,,,,-2,0,,,,-3,0,,,,19,0,,,,58,4,,,,0,2,,,,3,2,,,,0,1,,,,-3,3,,,,1,3,,,,-4,3,,,,-24,6,,,,-2,6,,,,158,15,,,,-17,31,,,,19,63,,,,-139,80,,,,295,171,,,,14,15,,,,-7,1,,,,-5,1,,,,3,1,,,,-44,2,,,,0,4,,,,6,4,14,30,30,30
803819,82,22/08/2019,15:19:01,Soil,,82,No,,,PPM,,,,743,174,,,,1023,39,,,,27500,93,,,,3298,21,,,,50,1,,,,6,0,,,,17,1,,,,222,2,,,,333,6,,,,-15,2,,,,-4,1,,,,-4,1,,,,0,1,,,,-2,0,,,,-2,0,,,,18,0,,,,58,4,,,,2,2,,,,1,2,,,,2,1,,,,7,3,,,,2,3,,,,0,3,,,,-28,6,,,,-17,6,,,,119,15,,,,-35,32,,,,69,64,,,,-125,81,,,,-149,173,,,,-6,15,,,,-10,1,,,,-4,1,,,,3,1,,,,-41,2,,,,0,4,,,,-6,4,15,30,30,30
803819,83,22/08/2019,15:21:21,Soil,,83,No,,,PPM,,,,520,164,,,,1174,39,,,,24198,82,,,,3509,21,,,,59,2,,,,7,0,,,,14,1,,,,81,1,,,,338,6,,,,-10,2,,,,-5,1,,,,-2,1,,,,0,1,,,,-3,0,,,,-3,0,,,,17,0,,,,48,4,,,,0,2,,,,6,2,,,,1,1,,,,0,3,,,,-1,2,,,,2,3,,,,-33,6,,,,-9,6,,,,113,15,,,,-101,31,,,,3,62,,,,-131,78,,,,186,170,,,,12,15,,,,-9,1,,,,-4,1,,,,2,1,,,,-39,2,,,,-7,4,,,,1,4,16,30,30,30
803819,84,22/08/2019,15:23:54,Soil,,84,No,,,PPM,,,,149,145,,,,772,34,,,,26418,87,,,,2230,18,,,,44,1,,,,6,0,,,,13,1,,,,183,2,,,,178,5,,,,-15,2,,,,-6,1,,,,-3,1,,,,7,1,,,,-2,0,,,,-3,0,,,,21,0,,,,45,3,,,,-1,2,,,,2,2,,,,0,1,,,,-3,3,,,,2,3,,,,-7,3,,,,-30,6,,,,-4,6,,,,107,15,,,,-37,31,,,,-38,62,,,,-54,79,,,,-42,170,,,,23,15,,,,-9,1,,,,-4,1,,,,2,1,,,,-40,2,,,,9,4,,,,-1,4,17,30,30,30
803819,85,22/08/2019,15:26:17,Soil,,85,No,,,PPM,,,,594,166,,,,881,37,,,,28706,96,,,,2713,20,,,,28,1,,,,4,0,,,,12,1,,,,66,1,,,,117,4,,,,-16,2,,,,-7,1,,,,1,1,,,,-1,1,,,,-2,0,,,,-2,0,,,,14,0,,,,27,3,,,,0,2,,,,1,2,,,,0,1,,,,4,3,,,,-3,3,,,,-4,3,,,,-35,6,,,,-14,6,,,,82,15,,,,27,31,,,,22,63,,,,-295,80,,,,-316,173,,,,9,15,,,,-10,1,,,,-4,1,,,,2,1,,,,-39,2,,,,-5,4,,,,0,4,18,30,30,30
803819,86,22/08/2019,15:28:35,Soil,,86,No,,,PPM,,,,366,165,,,,852,35,,,,28186,91,,,,4152,23,,,,43,1,,,,5,0,,,,10,1,,,,39,1,,,,238,5,,,,-16,2,,,,-6,1,,,,-2,1,,,,0,1,,,,-1,0,,,,-2,0,,,,15,0,,,,57,4,,,,-1,2,,,,1,2,,,,1,1,,,,6,3,,,,0,2,,,,4,3,,,,-21,6,,,,5,6,,,,123,14,,,,-14,30,,,,68,60,,,,-14,76,,,,39,164,,,,28,15,,,,-7,1,,,,-5,1,,,,0,1,,,,-34,1,,,,0,4,,,,-3,4,19,30,30,30
803819,87,22/08/2019,15:31:00,Soil,,87,No,,,PPM,,,,478,158,,,,719,34,,,,25116,84,,,,3023,20,,,,36,1,,,,4,0,,,,8,1,,,,120,1,,,,169,5,,,,-14,2,,,,-8,1,,,,-2,1,,,,-1,1,,,,-1,0,,,,-3,0,,,,13,0,,,,27,3,,,,1,2,,,,4,2,,,,0,1,,,,6,3,,,,-1,3,,,,2,3,,,,-27,6,,,,1,6,,,,138,15,,,,31,30,,,,98,61,,,,-100,77,,,,277,168,,,,10,14,,,,-8,1,,,,-4,1,,,,0,1,,,,-37,2,,,,1,4,,,,-4,4,20,30,30,30
803819,88,22/08/2019,15:33:26,Soil,,88,No,,,PPM,,,,661,163,,,,1014,37,,,,30402,95,,,,2959,20,,,,61,1,,,,8,0,,,,12,1,,,,210,2,,,,210,5,,,,-16,2,,,,-8,1,,,,-2,1,,,,2,1,,,,-2,0,,,,-2,0,,,,16,0,,,,57,4,,,,1,2,,,,-1,2,,,,-1,1,,,,0,3,,,,-1,2,,,,-5,3,,,,-16,6,,,,-3,6,,,,121,15,,,,-23,30,,,,-14,61,,,,-111,77,,,,-111,165,,,,32,15,,,,-9,1,,,,-4,1,,,,2,1,,,,-37,1,,,,8,4,,,,3,4,21,30,30,30
803819,89,22/08/2019,15:35:52,Soil,,89,No,,,PPM,,,,989,459,,,,1238,74,,,,26691,124,,,,24085,101,,,,3026,17,,,,88,2,,,,58,2,,,,666,4,,,,28083,103,,,,-38,17,,,,31,2,,,,130,3,,,,418,4,,,,117,5,,,,2,1,,,,122,1,,,,225,5,,,,31,3,,,,267,5,,,,19,1,,,,1,2,,,,5,2,,,,54,2,,,,24,4,,,,27,4,,,,528,13,,,,36,23,,,,217,48,,,,-338,63,,,,-297,139,,,,23,12,,,,7,3,,,,16,2,,,,1424,7,,,,-2,2,,,,15,3,,,,2,3,22,30,30,30
803819,90,22/08/2019,15:38:32,Soil,,90,No,,,PPM,,,,419,173,,,,1613,46,,,,31614,104,,,,3598,23,,,,34,1,,,,3,0,,,,9,1,,,,97,1,,,,162,5,,,,-11,2,,,,-6,1,,,,-1,1,,,,0,1,,,,-2,0,,,,-2,0,,,,17,0,,,,60,4,,,,-2,2,,,,4,2,,,,1,1,,,,0,3,,,,-2,3,,,,-7,3,,,,-18,6,,,,-8,6,,,,116,15,,,,86,31,,,,113,62,,,,-144,80,,,,79,173,,,,21,16,,,,-9,1,,,,-4,1,,,,2,1,,,,-34,2,,,,0,4,,,,0,4,23,30,30,30
803819,91,22/08/2019,15:40:43,Soil,,91,No,,,PPM,,,,331,149,,,,1118,37,,,,16690,61,,,,3191,19,,,,49,1,,,,5,0,,,,11,1,,,,165,2,,,,215,5,,,,-15,2,,,,-4,1,,,,-4,1,,,,0,1,,,,-2,0,,,,-2,0,,,,17,0,,,,63,4,,,,-2,2,,,,-1,2,,,,1,1,,,,-2,3,,,,0,2,,,,2,3,,,,-23,6,,,,0,6,,,,79,14,,,,-36,29,,,,-93,59,,,,-309,76,,,,-64,164,,,,-16,13,,,,-11,1,,,,-4,1,,,,2,1,,,,-40,2,,,,-5,3,,,,3,4,24,30,30,30
803819,92,22/08/2019,15:43:03,Soil,,92,No,,,PPM,,,,534,161,,,,1074,38,,,,24155,83,,,,2985,20,,,,41,1,,,,5,0,,,,13,1,,,,52,1,,,,222,5,,,,-16,2,,,,-8,1,,,,-2,1,,,,0,1,,,,-2,0,,,,-2,0,,,,10,0,,,,55,4,,,,-1,2,,,,1,2,,,,1,1,,,,1,3,,,,2,3,,,,2,3,,,,-30,6,,,,-6,6,,,,123,15,,,,-30,32,,,,-38,63,,,,-169,80,,,,113,175,,,,24,16,,,,-8,1,,,,-4,1,,,,1,1,,,,-38,2,,,,2,4,,,,-6,4,25,30,30,30
803819,93,22/08/2019,15:45:25,Soil,,93,No,,,PPM,,,,728,180,,,,1467,44,,,,34717,110,,,,3724,23,,,,49,1,,,,6,0,,,,13,1,,,,213,2,,,,266,6,,,,-12,2,,,,-6,1,,,,-4,1,,,,1,1,,,,-2,0,,,,-2,0,,,,27,0,,,,72,4,,,,1,2,,,,2,2,,,,1,1,,,,-2,3,,,,-4,3,,,,-5,3,,,,-26,6,,,,11,6,,,,131,15,,,,29,31,,,,51,63,,,,-169,81,,,,206,175,,,,0,15,,,,-8,1,,,,-4,1,,,,2,1,,,,-37,2,,,,-4,4,,,,10,5,26,30,30,30
803819,94,22/08/2019,15:47:37,Soil,,94,No,,,PPM,,,,538,169,,,,1165,40,,,,26645,88,,,,3860,22,,,,69,2,,,,9,0,,,,17,1,,,,219,2,,,,295,6,,,,-13,2,,,,-7,1,,,,-1,1,,,,5,1,,,,-2,0,,,,-3,0,,,,14,0,,,,55,4,,,,1,2,,,,1,2,,,,-1,1,,,,3,3,,,,1,3,,,,-5,3,,,,-12,6,,,,-2,6,,,,99,15,,,,-39,31,,,,121,62,,,,15,79,,,,-40,171,,,,40,16,,,,-9,1,,,,-4,1,,,,2,1,,,,-38,2,,,,4,4,,,,3,4,27,30,30,30
803819,95,22/08/2019,15:49:54,Soil,,95,No,,,PPM,,,,260,146,,,,835,34,,,,22257,76,,,,2411,18,,,,35,1,,,,4,0,,,,17,1,,,,197,2,,,,235,5,,,,-15,2,,,,-6,1,,,,-3,1,,,,-1,1,,,,-2,0,,,,-3,0,,,,13,0,,,,42,3,,,,0,2,,,,6,2,,,,0,1,,,,3,3,,,,-1,2,,,,-4,3,,,,-30,6,,,,-3,6,,,,97,15,,,,-26,30,,,,-71,60,,,,-83,77,,,,17,165,,,,20,15,,,,-8,1,,,,-4,1,,,,2,1,,,,-40,2,,,,-2,4,,,,0,4,28,30,30,30
803819,96,22/08/2019,15:52:20,Soil,,96,No,,,PPM,,,,1487,204,,,,1500,46,,,,38220,121,,,,4317,26,,,,50,1,,,,4,0,,,,13,1,,,,124,2,,,,348,6,,,,-15,2,,,,-6,1,,,,-3,1,,,,11,1,,,,-2,0,,,,-3,0,,,,20,0,,,,50,4,,,,1,2,,,,1,2,,,,0,1,,,,2,3,,,,-3,3,,,,-1,3,,,,-30,6,,,,-7,6,,,,112,15,,,,-27,32,,,,-9,63,,,,-149,81,,,,-67,175,,,,25,16,,,,-9,1,,,,-4,1,,,,2,1,,,,-37,2,,,,5,4,,,,-2,4,29,30,30,30
803819,97,22/08/2019,15:54:34,Soil,,97,No,,,PPM,,,,770,174,,,,1287,42,,,,27785,93,,,,3234,21,,,,44,1,,,,5,0,,,,14,1,,,,58,1,,,,301,6,,,,-12,2,,,,-3,1,,,,0,1,,,,5,1,,,,-2,0,,,,-2,0,,,,17,0,,,,46,4,,,,-3,2,,,,3,2,,,,2,1,,,,5,3,,,,2,2,,,,-2,3,,,,-20,6,,,,-1,6,,,,97,15,,,,-8,31,,,,160,62,,,,-250,79,,,,48,171,,,,8,15,,,,-9,1,,,,-4,1,,,,2,1,,,,-38,2,,,,1,4,,,,-1,4,30,30,30,30
803819,98,22/08/2019,15:56:51,Soil,,98,No,,,PPM,,,,485,171,,,,1090,38,,,,16788,63,,,,5098,24,,,,47,1,,,,6,0,,,,14,1,,,,171,2,,,,234,5,,,,-12,2,,,,-5,1,,,,-4,1,,,,6,1,,,,-2,0,,,,-3,0,,,,14,0,,,,61,4,,,,-1,2,,,,1,2,,,,0,1,,,,-7,3,,,,-3,3,,,,-9,3,,,,-35,6,,,,-12,6,,,,135,15,,,,7,32,,,,-45,64,,,,19,81,,,,-175,173,,,,1,15,,,,-9,1,,,,-4,1,,,,1,1,,,,-43,2,,,,0,4,,,,13,5,31,30,30,30
803819,99,22/08/2019,15:59:07,Soil,,99,No,,,PPM,,,,800,173,,,,759,36,,,,29416,97,,,,3133,21,,,,49,1,,,,8,0,,,,11,1,,,,90,1,,,,178,5,,,,-17,2,,,,-7,1,,,,-2,1,,,,-1,1,,,,-2,0,,,,-2,0,,,,21,0,,,,34,3,,,,-1,2,,,,-1,2,,,,-1,1,,,,-2,3,,,,-3,2,,,,-2,3,,,,-31,6,,,,-13,6,,,,113,15,,,,-20,31,,,,11,62,,,,-97,79,,,,-189,171,,,,-11,14,,,,-9,1,,,,-4,1,,,,1,1,,,,-41,2,,,,3,4,,,,7,4,32,30,30,30
