TRUNC_ID,GENPRINT,SCANNING_CODE,STEM_ID,SUBSAMPLE_ID,SUBSAMPLE,Remarks,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,La Concentration,Ce Concentration,Pr Concentration,Nd Concentration,Ta Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,P Error1s,S Error1s,K Error1s,Ca Error1s,Ti Error1s,V Error1s,Cr Error1s,Mn Error1s,Fe Error1s,Co Error1s,Ni Error1s,Cu Error1s,Zn Error1s,As Error1s,Se Error1s,Rb Error1s,Sr Error1s,Y Error1s,Zr Error1s,Nb Error1s,Mo Error1s,Ag Error1s,Cd Error1s,Sn Error1s,Sb Error1s,Ba Error1s,La Error1s,Ce Error1s,Pr Error1s,Nd Error1s,Ta Error1s,W Error1s,Hg Error1s,Pb Error1s,Bi Error1s,Th Error1s,U Error1s,SITE,YEAR,RUN,RANGE,PAP,BLOCK,RUNPAIR,SET,GENOTYPE,TRIAL,GEN,yield,biomass,sample_weight,grain_g,harvest_index
0108QN,598,Aug 27-100,ST50PKT0WCYJ,ST50GEN0108QN,Grain,NA,3146,1019,3971,297,1,-3,-13,31,21,-13,-12,0,27,-1,-2,7,5,0,0,0,-2,0,2,-26,-6,28,-6,-21,-36,107,3,-13,-4,-2,-20,-3,1,125,25,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,2,York,2018,55,3,0 kg P,1,28,BT 4-Way MAGIC,CAV4080598,York_2018,CAV4080598,2.35237484,12.16,246.54,85.2,0.345582867
0108YC,274,Aug 27-101,ST50PKT0WD0V,ST50GEN0108YC,Grain,NA,2749,855,4589,309,4,-2,-15,42,20,-15,-12,-3,22,-1,-2,9,6,0,0,0,0,-1,-1,-29,-8,9,13,-8,-99,-44,0,-13,-4,-2,-20,-5,-1,120,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,6,1,0,0,1,1,1,York,2018,46,7,0 kg P,1,23,BT 4-Way MAGIC,CAV4080274,York_2018,CAV4080274,2.849807445,9.21,199.17,83.3,0.418235678
0108FW,1646,Aug 27-102,ST50PKT0WCSF,ST50GEN0108FW,Grain,NA,2714,784,4301,349,3,-3,-14,31,22,-14,-12,-2,24,-1,-2,5,2,-1,0,-1,1,-1,-2,-25,-5,15,-6,47,-77,90,-11,-11,-5,-1,-19,-1,-1,119,22,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1,York,2018,66,7,0 kg P,1,33,BT 4-Way MAGIC,CAV4081646,York_2018,CAV4081646,2.772785623,9.3,180.9,66.8,0.369264787
0108ND,1350,Aug 27-103,ST50PKT0WCR3,ST50GEN0108ND,Grain,NA,3891,807,4622,272,3,-3,-14,40,24,-12,-12,-2,16,-1,-2,9,2,0,0,0,0,-2,-4,-20,-7,14,-31,-2,-53,-49,-5,-12,-4,-2,-16,-2,-3,135,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,62,4,30 kg P,1,31,BT 4-Way MAGIC,CAV4081350,York_2018,CAV4081350,4.333670715,15.02,259.02,74,0.285692225
010983,417,Aug 27-104,ST50PKT0WDBQ,ST50GEN010983,Grain,NA,2668,896,4453,329,5,-2,-14,59,22,-13,-11,-4,26,-1,-2,6,6,-1,0,0,-2,1,0,-35,-4,14,2,24,-107,69,-21,-12,-4,-2,-18,-4,-1,119,24,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,5,1,0,0,1,1,1,York,2018,31,11,0 kg P,1,16,BT 4-Way MAGIC,CAV4080417,York_2018,CAV4080417,1.508344031,6.57,225.76,86.4,0.3827073
01098M,236,Aug 27-105,ST50PKT0WDBZ,ST50GEN01098M,Grain,NA,2549,892,4210,302,6,-3,-14,52,18,-13,-13,-4,22,-1,-2,7,3,-2,0,-1,0,1,0,-25,-1,23,9,-18,-99,73,-5,-12,-4,-2,-17,-3,2,115,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,31,3,0 kg P,1,16,BT 4-Way MAGIC,CAV4080236,York_2018,CAV4080236,2.087612323,8.2,197.84,83.9,0.424080065
010989,1072,Aug 27-106,ST50PKT0WDBT,ST50GEN010989,Grain,NA,2265,783,4025,278,7,-2,-13,65,13,-14,-11,-2,26,-1,-2,5,4,-1,-1,0,0,-1,-1,-26,-2,37,-6,57,5,212,-9,-12,-5,-1,-20,-3,0,113,23,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,44,94,6,1,0,0,1,1,2,York,2018,31,8,0 kg P,1,16,BT 4-Way MAGIC,CAV4081072,York_2018,CAV4081072,2.442867036,8.95,134.56,46.1,0.342598098
0108GL,434,Aug 27-107,ST50PKT0WCSV,ST50GEN0108GL,Grain,NA,3666,924,3943,286,2,-3,-14,29,21,-14,-13,-3,18,-1,-2,9,4,-1,-1,0,-2,-3,-2,-24,4,23,5,15,-15,56,-9,-12,-5,-2,-19,-3,0,132,24,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,65,8,30 kg P,1,33,BT 4-Way MAGIC,CAV4080434,York_2018,CAV4080434,3.147506925,13.53,162.19,40.9,0.252173377
0108GV,427,Aug 27-108,ST50PKT0WCSZ,ST50GEN0108GV,Grain,NA,3542,745,4467,228,2,-3,-14,32,18,-15,-12,-2,11,-1,-2,5,5,-1,0,-1,-2,-3,-1,-28,-5,20,-14,21,22,18,-16,-12,-4,-2,-19,-5,1,130,22,20,5,1,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,5,1,0,0,1,1,2,York,2018,65,4,30 kg P,1,33,BT 4-Way MAGIC,CAV4080427,York_2018,CAV4080427,4.841430499,14.41,231.4,90.6,0.391529818
01098P,676,Aug 27-109,ST50PKT0WDC0,ST50GEN01098P,Grain,NA,3219,1003,4575,301,2,-3,-14,66,31,-13,-13,-1,29,-1,-2,9,5,0,-1,0,-1,-2,-4,-22,-3,7,9,36,-65,128,-9,-12,-4,-2,-19,-2,-2,126,25,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,31,2,0 kg P,1,16,BT 4-Way MAGIC,CAV4080676,York_2018,CAV4080676,2.311066127,7.2,159.28,65.1,0.408714214
01097X,676,Aug 27-110,ST50PKT0WDBK,ST50GEN01097X,Grain,NA,3182,932,4445,238,1,-3,-15,50,28,-14,-12,-4,15,-1,-3,9,3,-1,0,-1,-2,-2,-3,-26,-4,19,-41,-17,-101,57,-8,-11,-4,-1,-18,-5,2,125,24,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,6,1,0,0,1,1,2,York,2018,32,2,30 kg P,1,16,BT 4-Way MAGIC,CAV4080676,York_2018,CAV4080676,5.020242915,11.12,312.7,126.8,0.40550048
0109JY,683,Aug 27-111,ST50PKT0WDB7,ST50GEN0109JY,Grain,NA,3414,894,5282,358,2,-3,-14,48,27,-13,-12,-5,18,-1,-2,12,6,-1,-1,0,-3,-3,-4,-24,-8,16,-23,-15,-14,-19,-16,-12,-5,-1,-20,-1,-1,131,24,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,5,1,0,0,1,1,1,York,2018,32,12,30 kg P,1,16,BT 4-Way MAGIC,CAV4080683,York_2018,CAV4080683,4.623355263,11.96,281.99,89.1,0.315968651
01078W,118,Aug 27-112,ST50PKT0WC05,ST50GEN01078W,Grain,NA,2629,865,4460,295,3,-2,-14,34,23,-13,-11,-1,27,-1,-2,6,2,1,0,0,-2,-3,-2,-18,2,19,-6,-18,-83,28,-5,-12,-5,-2,-17,-3,-1,117,23,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,6,1,0,0,1,1,1,York,2018,113,1,0 kg P,2,57,BT 4-Way MAGIC,CAV4080118,York_2018,CAV4080118,3.690789474,11.43,96.39,32.3,0.335097002
0108XV,484,Aug 27-113,ST50PKT0WD0J,ST50GEN0108XV,Grain,NA,3003,800,4448,353,4,-3,-14,22,28,-13,-12,-2,14,-1,-2,12,5,-1,0,0,1,0,-1,-23,-7,20,-15,15,-34,83,-7,-10,-5,-2,-18,-3,-1,123,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,47,3,30 kg P,1,24,BT 4-Way MAGIC,CAV4080484,York_2018,CAV4080484,5.407573813,14.62,291.7,116.7,0.400068564
0108Z6,1233,Aug 27-114,ST50PKT0WD1B,ST50GEN0108Z6,Grain,NA,4627,1099,5898,289,2,-3,-13,61,43,-14,-11,-4,29,-1,-2,14,5,0,-1,0,-2,-1,-1,-26,-3,11,0,25,67,200,-16,-12,-5,-2,-18,-1,-2,147,26,23,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,5,1,0,0,1,1,1,York,2018,45,6,30 kg P,1,23,BT 4-Way MAGIC,CAV4081233,York_2018,CAV4081233,3.201219512,10.14,158.68,52.2,0.328963953
0108XB,808,Aug 27-115,ST50PKT0WD08,ST50GEN0108XB,Grain,NA,3582,860,4973,246,3,-3,-15,33,26,-14,-13,-5,24,-1,-2,8,4,-1,0,-1,-1,-3,-3,-29,0,16,6,26,-86,60,-11,-13,-4,-2,-18,-3,2,132,23,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,2,York,2018,47,11,30 kg P,1,24,BT 4-Way MAGIC,CAV4080808,York_2018,CAV4080808,4.648587933,12.41,213.79,87.9,0.41115113
0108NV,839,Aug 29-4,ST50PKT0WCRD,ST50GEN0108NV,Grain,NA,2633,776,4087,253,5,-2,-13,21,16,-16,-12,-3,20,-1,-2,5,4,-1,-2,-1,-3,0,-3,-30,-8,12,-16,-7,-122,8,-5,-13,-5,-2,-18,-5,-1,118,22,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,61,9,0 kg P,1,31,BT 4-Way MAGIC,CAV4080839,York_2018,CAV4080839,2.727856226,10.07,96.82,32.4,0.334641603
01098R,349,Aug 29-5,ST50PKT0WD7T,ST50GEN01098R,Grain,NA,2854,855,4014,305,3,-3,-14,43,17,-14,-12,-4,21,-1,-2,6,3,0,1,-1,-1,-3,-3,-23,-3,20,6,45,-65,94,-8,-13,-4,-2,-17,-5,1,121,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,31,1,0 kg P,1,16,BT 4-Way MAGIC,CAV4080349,York_2018,CAV4080349,2.174342105,10.12,257.63,73.2,0.284128401
0108PK,410,Aug 29-6,ST50PKT0WCXX,ST50GEN0108PK,Grain,NA,3954,764,4532,262,2,-3,-14,62,39,-15,-13,-5,18,-1,-2,6,3,-2,-1,-1,2,-2,-2,-31,-2,21,-34,-24,-104,92,-14,-12,-5,-3,-17,-3,0,136,22,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1,York,2018,56,8,30 kg P,1,28,BT 4-Way MAGIC,CAV4080410,York_2018,CAV4080410,4.203601108,12.86,154.63,62.3,0.402897239
0108YY,588,Aug 29-7,ST50PKT0WD16,ST50GEN0108YY,Grain,NA,3453,948,5387,314,1,-3,-14,44,37,-14,-13,-7,18,-1,-3,12,6,-1,-1,0,-2,-1,0,-30,-3,17,2,-34,-25,69,-13,-12,-5,-2,-18,-5,1,130,24,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,45,10,30 kg P,1,23,BT 4-Way MAGIC,CAV4080588,York_2018,CAV4080588,3.784539474,13.03,169.39,60.7,0.358344648
0109HZ,1602,Aug 29-8,ST50PKT0WD9M,ST50GEN0109HZ,Grain,NA,4968,985,5571,291,2,-3,-14,78,29,-14,-12,-4,26,-1,-2,14,4,-2,-1,0,-1,0,-1,-22,-1,16,-40,60,-9,214,-15,-11,-5,-2,-17,-3,0,151,25,23,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,5,1,0,0,1,1,1,York,2018,34,3,30 kg P,1,17,BT 4-Way MAGIC,CAV4081602,York_2018,CAV4081602,4.481707317,10.91,304.49,99.5,0.32677592
01098F,1163,Aug 29-9,ST50PKT0WDBW,ST50GEN01098F,Grain,NA,2769,1046,4070,384,6,-3,-14,60,21,-15,-12,-2,33,-1,-2,7,7,-1,0,-1,-2,-1,-2,-25,-4,19,-16,9,6,-38,2,-12,-5,-2,-18,-4,1,121,25,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1,York,2018,31,6,0 kg P,1,16,BT 4-Way MAGIC,CAV4081163,York_2018,CAV4081163,1.479460847,6.71,133.74,53.9,0.403020787
0108FM,1260,Aug 29-10,ST50PKT0WCS9,ST50GEN0108FM,Grain,NA,3361,826,5420,327,6,-2,-14,29,22,-14,-12,0,19,-1,-2,8,4,-2,0,-1,-2,-3,0,-26,-4,4,-11,31,-2,-11,-7,-11,-5,-2,-15,-4,0,129,23,22,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,5,1,0,0,1,1,1,York,2018,66,11,0 kg P,1,33,BT 4-Way MAGIC,CAV4081260,York_2018,CAV4081260,2.931643132,8.94,214.13,85,0.396955121
0109J9,1658,Aug 29-11,ST50PKT0WD9V,ST50GEN0109J9,Grain,NA,2520,908,4256,236,6,-2,-15,63,14,-14,-12,-4,25,-1,-3,6,3,-1,-1,-1,-2,-2,-3,-25,-8,11,-38,-89,-99,85,-16,-11,-5,-2,-17,-3,-1,115,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,5,1,0,0,1,1,1,York,2018,33,10,0 kg P,1,17,BT 4-Way MAGIC,CAV4081658,York_2018,CAV4081658,1.243421053,6.03,78.01,24.4,0.312780413
0109J7,WESTONIA,Aug 29-12,ST50PKT0WD9T,ST50GEN0109J7,Grain,NA,3031,794,4124,284,4,-2,-14,50,17,-14,-11,-3,24,-1,-2,5,6,-1,0,-1,0,-1,0,-26,-1,13,-17,-46,-91,-280,-10,-12,-4,-3,-15,-2,-1,122,22,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,5,1,0,0,1,1,1,York,2018,33,11,0 kg P,1,17,MAGIC Parents,WESTONIA,York_2018,WESTONIA,2.382862644,8.7,181.23,73.5,0.405561993
0109J5,1442,Aug 29-13,ST50PKT0WD9S,ST50GEN0109J5,Grain,NA,2699,809,4974,300,5,-2,-15,41,13,-14,-12,-2,19,-1,-3,6,9,-1,-1,0,-2,-3,-2,-28,-5,18,9,38,-41,-10,-13,-12,-5,-1,-18,-4,0,119,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,33,12,0 kg P,1,17,BT 4-Way MAGIC,CAV4081442,York_2018,CAV4081442,1.802631579,9.23,197.42,76.2,0.385979131
0108PW,598,Aug 29-14,ST50PKT0WCY2,ST50GEN0108PW,Grain,NA,3879,976,3922,234,4,-3,-14,32,30,-15,-10,0,19,-1,-2,8,1,-1,-1,-1,0,-1,-2,-24,-6,8,-20,-28,-9,105,-7,-12,-6,-1,-16,-2,-1,134,24,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1,York,2018,56,3,30 kg P,1,28,BT 4-Way MAGIC,CAV4080598,York_2018,CAV4080598,3.727535302,15.95,178.9,44.2,0.2470654
01078K,1445,Aug 29-15,ST50PKT0WC4V,ST50GEN01078K,Grain,NA,2717,719,4178,393,3,-3,-14,27,21,-15,-12,-2,27,-1,-2,5,6,-1,-1,0,0,-1,-2,-24,-6,18,0,-97,7,-3,-2,-11,-4,-2,-19,-3,-2,119,22,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,113,6,0 kg P,2,57,BT 4-Way MAGIC,CAV4081445,York_2018,CAV4081445,2.017008986,8.28,102,41.5,0.406862745
01088B,1158,Aug 29-16,ST50PKT0WCLN,ST50GEN01088B,Grain,NA,2723,672,3779,261,1,-3,-14,19,18,-15,-12,-2,11,-1,-2,6,1,-1,-1,-1,-3,-3,-2,-26,-5,12,-5,36,-84,202,-4,-11,-4,-2,-18,1,0,118,21,18,5,1,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,6,1,0,0,1,1,1,York,2018,75,10,30 kg P,2,38,BT 4-Way MAGIC,CAV4081158,York_2018,CAV4081158,5.490131579,15.95,258.16,77.8,0.301363496
0109SC,1035,Aug 29-17,ST50PKT0WDLL,ST50GEN0109SC,Grain,NA,2098,722,3807,232,6,-2,-12,46,109,-13,-10,-3,18,-1,-2,10,3,-1,0,0,-1,-1,2,-25,-3,31,21,8,-73,127,-9,-13,-4,-2,-16,-3,-2,110,22,18,5,1,0,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,89,5,1,0,0,1,1,1,York,2018,10,11,0 kg P,1,5,BT 4-Way MAGIC,CAV4081035,York_2018,CAV4081035,2.008985879,7.43,136.02,50.1,0.368328187
01078F,1192,Aug 29-18,ST50PKT0WC4S,ST50GEN01078F,Grain,NA,2318,820,3926,292,3,-2,-14,25,20,-14,-11,-2,20,-1,-2,4,4,-1,0,0,0,-1,-3,-24,-10,16,-30,3,-48,163,-10,-11,-5,-2,-16,-3,1,113,23,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,113,8,0 kg P,2,57,BT 4-Way MAGIC,CAV4081192,York_2018,CAV4081192,2.373614958,8.18,133.25,54.6,0.409756098
0109VF,1302,Aug 29-19,ST50PKT0WDKW,ST50GEN0109VF,Grain,NA,3034,839,4298,227,2,-3,-14,37,21,-14,-13,-4,14,-1,-2,8,5,-1,0,0,0,-3,-2,-23,-5,8,-21,21,-120,121,-7,-12,-5,-2,-17,-3,-2,123,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,6,1,0,0,1,1,1,York,2018,12,5,30 kg P,1,6,BT 4-Way MAGIC,CAV4081302,York_2018,CAV4081302,4.213659148,16.2,348.19,113.3,0.325397053
0109HV,177,Aug 29-20,ST50PKT0WD9K,ST50GEN0109HV,Grain,NA,3545,911,4502,357,4,-2,-14,64,32,-14,-12,-6,24,-1,-2,22,6,-3,-1,0,-1,-4,-1,-24,-4,16,7,11,-64,38,-11,-12,-5,-2,-18,-3,0,132,24,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,90,5,1,0,0,1,1,2,York,2018,34,5,30 kg P,1,17,BT 4-Way MAGIC,CAV4080177,York_2018,CAV4080177,4.805764411,16.74,296.52,91.1,0.307230541
0108Q8,408,Aug 29-21,ST50PKT0WCYB,ST50GEN0108Q8,Grain,NA,3318,678,5076,329,4,-3,-15,43,16,-15,-12,-5,22,-1,-2,6,3,0,-1,0,0,-1,1,-26,-6,8,-16,50,-14,43,-9,-13,-4,-2,-17,-1,-4,128,21,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,55,9,0 kg P,1,28,BT 4-Way MAGIC,CAV4080408,York_2018,CAV4080408,2.888318357,11.94,193.21,65.1,0.336939082
0108ZD,1532,Aug 29-22,ST50PKT0WD31,ST50GEN0108ZD,Grain,NA,3363,873,4634,275,2,-3,-13,28,35,-14,-12,-3,14,-1,-3,12,4,0,0,-1,0,-2,-2,-28,-3,21,-1,5,-76,74,-5,-13,-4,-2,-18,-3,2,129,23,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,2,York,2018,45,3,30 kg P,1,23,BT 4-Way MAGIC,CAV4081532,York_2018,CAV4081532,4.237804878,12.47,152.73,57.1,0.373862372
0109TL,531,Aug 29-23,ST50PKT0WDNM,ST50GEN0109TL,Grain,NA,3259,1102,4709,298,2,-3,-13,50,31,-14,-11,-4,19,-1,-2,8,5,-1,-1,-1,0,-1,-2,-24,2,14,-8,47,-38,183,-2,-12,-6,-2,-17,0,-2,127,25,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,89,6,1,0,0,1,1,1,York,2018,13,6,30 kg P,1,7,BT 4-Way MAGIC,CAV4080531,York_2018,CAV4080531,3.672978177,10.96,303.88,98.7,0.324799263
010796,437,Aug 29-24,ST50PKT0WC0D,ST50GEN010796,Grain,NA,2669,821,3925,176,1,-3,-13,24,15,-14,-13,-4,9,-1,-2,5,2,0,0,0,-3,-1,0,-34,-9,3,-15,0,-25,60,-9,-13,-5,-2,-20,-3,-3,117,23,18,4,1,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,112,8,30 kg P,2,56,BT 4-Way MAGIC,CAV4080437,York_2018,CAV4080437,2.998614958,10.61,192.12,71.9,0.374245263
0108GX,166,Aug 29-25,ST50PKT0WCT0,ST50GEN0108GX,Grain,NA,3675,796,5163,310,3,-3,-15,34,23,-15,-11,1,18,-1,-2,7,3,0,0,0,-1,-4,-2,-31,-11,21,-13,-18,-80,-58,-11,-12,-5,-2,-18,-3,0,132,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,65,3,30 kg P,1,33,BT 4-Way MAGIC,CAV4080166,York_2018,CAV4080166,5.41720154,15.88,236.23,89.6,0.379291369
01078R,M76-79,Aug 29-26,ST50PKT0WC03,ST50GEN01078R,Grain,NA,1329,812,3735,461,3,-2,-14,20,28,-14,-11,3,20,-1,-2,5,6,0,0,0,-1,-2,-2,-25,-6,13,-32,16,-97,92,0,-12,-4,-2,-19,-5,-1,98,23,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1,York,2018,113,3,0 kg P,2,57,Maringa_Spica,M76-79,York_2018,M76-79,2.506418485,13.25,182.37,52,0.285134616
0108J8,1325,Aug 29-27,ST50PKT0WCRJ,ST50GEN0108J8,Grain,NA,2915,881,3782,358,1,-3,-14,26,27,-13,-12,0,27,-1,-2,6,4,-1,0,-1,0,-3,-3,-26,-3,25,-20,-31,-34,84,-17,-11,-5,-2,-18,-3,0,122,23,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,5,1,0,0,1,1,2,York,2018,61,5,0 kg P,1,31,BT 4-Way MAGIC,CAV4081325,York_2018,CAV4081325,3.043546366,11.55,119.95,43.8,0.365152147
0107RJ,1217,Aug 29-28,ST50PKT0WCCY,ST50GEN0107RJ,Grain,NA,4194,681,5084,251,3,-3,-14,34,20,-14,-11,0,17,-1,-2,9,4,-1,-1,1,0,-1,-2,-27,-4,13,-27,-15,-14,3,-9,-13,-3,-2,-16,-2,-3,139,21,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1,York,2018,94,2,30 kg P,2,47,BT 4-Way MAGIC,CAV4081217,York_2018,CAV4081217,4.43488529,13,218.88,72.5,0.331231725
01077L,1301,Aug 29-29,ST50PKT0WC49,ST50GEN01077L,Grain,NA,3544,915,4664,263,0,-3,-13,28,30,-15,-10,-3,15,-1,-2,6,5,-1,0,0,-2,-3,-1,-29,1,11,-7,-12,-74,-81,-9,-12,-4,-2,-19,-3,0,131,24,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,114,9,30 kg P,2,57,BT 4-Way MAGIC,CAV4081301,York_2018,CAV4081301,3.551026958,9.85,195.6,67.6,0.345603272
01079Q,1051,Aug 29-30,ST50PKT0WC0Q,ST50GEN01079Q,Grain,NA,3132,907,4299,171,4,-3,-14,24,20,-13,-12,-2,16,-1,-2,3,5,-1,-1,0,-2,-2,-2,-24,-5,25,7,3,-54,80,1,-13,-4,-2,-17,-3,-3,123,23,19,4,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,6,1,0,0,1,1,1,York,2018,111,12,0 kg P,2,56,BT 4-Way MAGIC,CAV4081051,York_2018,CAV4081051,2.465460526,9.94,170.53,58.4,0.342461737
01077Z,M76-79,Aug 29-31,ST50PKT0WC4H,ST50GEN01077Z,Grain,NA,2046,775,3816,444,2,-2,-14,30,34,-15,-12,2,14,-1,-2,7,6,0,0,-1,-1,-3,-1,-27,-7,14,-13,23,31,-5,-12,-12,-4,-2,-18,-1,-2,110,23,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1,York,2018,114,3,30 kg P,2,57,Maringa_Spica,M76-79,York_2018,M76-79,3.674582798,15.63,304.08,91.2,0.299921073
01088Q,1194,Aug 29-32,ST50PKT0WCLV,ST50GEN01088Q,Grain,NA,3225,816,4389,245,1,-3,-14,23,17,-14,-11,-1,12,-1,-2,5,2,0,-1,0,0,0,0,-28,-5,21,-12,41,-103,-61,-3,-11,-5,-2,-20,-1,-2,126,23,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1,York,2018,75,4,30 kg P,2,38,BT 4-Way MAGIC,CAV4081194,York_2018,CAV4081194,5.337381916,15.09,323.21,113.5,0.351164877
